image_name,img_1,img_2,img_3,txt_1,txt_2,txt_3,Repeat.thisRepN,Repeat.thisTrialN,Repeat.thisN,Repeat.thisIndex,Instruct.started,Instruct.stopped,slider.started,slider.stopped,text1.started,text1.stopped,text2.started,text2.stopped,text3.started,text3.stopped,image1.started,image1.stopped,image2.started,image2.stopped,image3.started,image3.stopped,slider.history_rating_timePoint,keyboard.record_name_rt_duration,participant,session,date,expName,psychopyVersion,frameRate,
bat,C:\\Users\\que_d\\Documents\\McGill\\LepageLab\\psychopyExperiment_github\\experimentPics\\YN_Bat_img1.png,C:\\Users\\que_d\\Documents\\McGill\\LepageLab\\psychopyExperiment_github\\experimentPics\\YN_Bat_img2.png,C:\\Users\\que_d\\Documents\\McGill\\LepageLab\\psychopyExperiment_github\\experimentPics\\Bat_img3.png,umbrella,umbrella,umbrella,0,0,0,0,12.89000929996837,13.761485300026834,None,50.15156570007093,17.084414900047705,27.307783600059338,27.307783600059338,38.65456769999582,38.65456769999582,50.15156570007093,17.084414900047705,50.15156570007093,27.307783600059338,50.15156570007093,38.65456769999582,50.15156570007093,"[[0.7600000000000002, 6.3521133998874575], [0.8700000000000003, 17.698926799930632], [0.8200000000000003, 29.196170499897562]]","[['left', 1.6799009999958798, 0.5133537999354303], ['right', 2.1215229999506846, 1.0742607000283897], ['left', 3.2245623000198975, 1.1464128999505192], ['right', 4.501706799957901, 0.29216599999926984], ['left', 4.825408700038679, 0.3624050999060273], ['right', 5.2277423000195995, 1.1152871999656782], ['left', 11.352070600027218, 1.0517345999833196], ['right', 12.452965899952687, 1.3131167000392452], ['left', 13.791763299959712, 1.3849807999795303], ['right', 15.215936900000088, 0.15002029994502664], ['left', 15.423638899927028, 0.2359809000045061], ['right', 15.706039399956353, 1.465958600048907], ['left', 17.2044087999966, 0.2605442999629304], ['right', 17.500616100034676, 0.18862769997213036], ['left', 22.828450300032273, 1.2009016999509186], ['right', 24.02935199998319, 1.1937299000564963], ['left', 25.245726999943145, 1.2262399999890476], ['right', 26.7869799999753, 1.353201000019908], ['left', 28.19396029994823, 0.4585303000640124], ['right', 28.695035199983977, 0.36308709997683764], ['left', 29.08821469999384, 0.10191259998828173]]",000,001,2019_Jul_04_1241,Experiment,3.1.2,60.045418350767946,
